Year,Month,Month Start Date,Community,Total Complaints,Total Number of Callers,data_as_of,data_loaded_at
2008,7,2008/07/01,Palo Alto,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,7,2008/07/01,Redwood City,97,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,7,2008/07/01,San Bruno,7,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,7,2008/07/01,San Carlos,105,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,7,2008/07/01,San Mateo,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,7,2008/07/01,South San Franciscio,6,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,7,2008/07/01,Woodside,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Alameda,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Brisbane,294,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Daly City,11,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Foster City,97,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Pacifica,27,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Palo Alto,13,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Redwood City,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,San Bruno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,San Carlos,80,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,San Mateo,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,South San Franciscio,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,8,2008/08/01,Woodside,11,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Brisbane,422,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Burlingame,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Daly City,55,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Foster City,26,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Pacifica,8,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Palo Alto,22,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Portola Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,Redwood City,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,San Bruno,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,San Carlos,83,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,San Francisco,10,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,San Mateo,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,9,2008/09/01,South San Franciscio,6,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Alameda,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Brisbane,517,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Daly City,60,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Foster City,12,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Mill Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Oakland,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Pacifica,37,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Palo Alto,7,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Redwood City,22,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,San Bruno,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,San Carlos,62,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,San Francisco,16,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,San Mateo,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,South San Franciscio,6,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Tiburon,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,10,2008/10/01,Woodside,17,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Brisbane,519,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Daly City,115,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Foster City,13,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Millbrae,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Pacifica,11,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Palo Alto,28,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Redwood City,19,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,San Bruno,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,San Carlos,35,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,San Francisco,25,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,South San Franciscio,7,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,11,2008/11/01,Woodside,8,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,Brisbane,221,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,Daly City,86,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,Foster City,11,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,Menlo Park,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,Palo Alto,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,San Bruno,7,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,San Carlos,97,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,San Francisco,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,San Mateo,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,South San Franciscio,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2008,12,2008/12/01,Woodside,27,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Brisbane,211,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Daly City,93,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Foster City,8,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Hillsborough,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Millbrae,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Pacifica,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Palo Alto,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Redwood City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,San Bruno,7,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,San Carlos,19,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,San Francisco,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,San Mateo,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,South San Franciscio,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,1,2009/01/01,Woodside,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Brisbane,210,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Daly City,120,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Foster City,20,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Novato,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Palo Alto,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Redwood City,33,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,San Carlos,30,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,San Francisco,43,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,San Mateo,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,South San Franciscio,7,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Tiburon,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,2,2009/02/01,Woodside,9,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Brisbane,265,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Burlingame,11,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Daly City,84,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,El Cerrito,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Foster City,115,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Millbrae,7,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Oakland,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Pacifica,35,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Palo Alto,10,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Redwood City,44,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,San Bruno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,San Carlos,7,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,San Francisco,36,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,San Mateo,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,South San Franciscio,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,3,2009/03/01,Woodside,15,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Brisbane,175,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Colma,13,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Daly City,46,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Danville,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Foster City,13,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Menlo Park,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Mill Valley,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Oakland,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Pacifica,64,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Palo Alto,10,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Portola Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Redwood City,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,San Bruno,6,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,San Carlos,29,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,San Francisco,9,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,4,2009/04/01,Woodside,28,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Brisbane,134,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Burlingame,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Daly City,18,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Foster City,23,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Hillsborough,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Menlo Park,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Millbrae,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Pacifica,34,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Palo Alto,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Redwood City,13,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,San Bruno,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,San Carlos,11,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,San Francisco,9,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,San Mateo,6,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,South San Franciscio,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,5,2009/05/01,Woodside,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Brisbane,375,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Daly City,130,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Foster City,33,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Hillsborough,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Menlo Park,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Millbrae,10,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Pacifica,43,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Palo Alto,8,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Redwood City,24,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,San Bruno,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,San Carlos,20,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,San Francisco,8,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,San Mateo,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,6,2009/06/01,Woodside,33,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Brisbane,144,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Burlingame,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Daly City,73,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Foster City,59,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Hillsborough,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Millbrae,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Pacifica,50,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Palo Alto,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Redwood City,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,San Bruno,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,San Carlos,13,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,San Francisco,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,San Mateo,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,7,2009/07/01,Woodside,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Brisbane,374,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Daly City,119,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Foster City,20,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Millbrae,14,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Pacifica,22,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Portola Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Redwood City,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,San Carlos,12,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,San Francisco,4,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,San Mateo,4,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,8,2009/08/01,Woodside,12,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Brisbane,284,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Burlingame,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Castro Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Daly City,149,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Foster City,18,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Hayward,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Millbrae,12,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Pacifica,39,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Palo Alto,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,Redwood City,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,San Bruno,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,San Carlos,23,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,San Francisco,7,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,9,2009/09/01,South San Franciscio,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Brisbane,330,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Castro Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Daly City,80,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Foster City,12,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Menlo Park,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Millbrae,8,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Pacifica,61,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Palo Alto,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Portola Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,Redwood City,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,San Carlos,36,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,San Francisco,18,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,10,2009/10/01,South San Franciscio,6,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Brisbane,153,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Daly City,69,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Foster City,48,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Hillsborough,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Los Altos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Menlo Park,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Millbrae,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Pacifica,26,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Palo Alto,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Portola Valley,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,Redwood City,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,San Bruno,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,San Carlos,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,San Francisco,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,11,2009/11/01,South San Franciscio,5,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Brisbane,113,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Daly City,64,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Foster City,11,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Menlo Park,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Millbrae,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Oakland,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Pacifica,8,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,San Carlos,3,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,San Francisco,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,San Mateo,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,South San Franciscio,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2009,12,2009/12/01,Woodside,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Brisbane,205,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Daly City,95,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Foster City,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Menlo Park,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2010,1,2010/01/01,Millbrae,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
